lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sTargetValue	sEquation	sDescription	sRemark	-1	code versie 5.09.00.00	code versie 5.09.00.01	code versie 5.09.00.02	code versie 5.09.00.03	v00-v01	v00-v02	v00-v03	derivNames	short_derivName	Duflow																																																	
351	0	0	0	0	_wDExchIMWEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_inorganic_matter_from_and_to_epilimnion	-	-1	_wDExchIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDIMWHyp_ - _oDIMWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDIMWHyp_ - _oDIMWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDIMWHyp_ - _oDIMWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDIMWHyp_ - _oDIMWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wDExIMWE_	wDExIMWE	wDExIMWE																																																	
352	0	0	0	0	_wPExchPO4WEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_PO4_from_and_to_epilimnion	-	-1	_wPExchPO4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPO4WHyp_ - _oPO4WEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchPO4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPO4WHyp_ - _oPO4WEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchPO4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPO4WHyp_ - _oPO4WEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchPO4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPO4WHyp_ - _oPO4WEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wPExP4WE_	wPExP4WE	wPExP4WE																																																	
353	0	0	0	0	_wPExchAIMWEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_P_adsorbed_to_inorganic_matter_from_and_to_epilimnion	-	-1	_wPExchAIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPAIMWHyp_ - _oPAIMWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchAIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPAIMWHyp_ - _oPAIMWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchAIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPAIMWHyp_ - _oPAIMWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchAIMWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPAIMWHyp_ - _oPAIMWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wPExAMWE_	wPExAMWE	wPExAMWE																																																	
354	0	0	0	0	_wNExchNH4WEpi_	_gN_*_m_^-3*_d_^-1	1	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_NH4_from_and_to_epilimnion	-	-1	_wNExchNH4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNH4WHyp_ - _oNH4WEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchNH4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNH4WHyp_ - _oNH4WEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchNH4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNH4WHyp_ - _oNH4WEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchNH4WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNH4WHyp_ - _oNH4WEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wNExN4WE_	wNExN4WE	wNExN4WE																																																	
355	0	0	0	0	_wNExchNO3WEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_NO3_from_and_to_epilimnion	-	-1	_wNExchNO3WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNO3WHyp_ - _oNO3WEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchNO3WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNO3WHyp_ - _oNO3WEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchNO3WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNO3WHyp_ - _oNO3WEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchNO3WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNO3WHyp_ - _oNO3WEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wNExN3WE_	wNExN3WE	wNExN3WE																																																	
356	0	0	0	0	_wSiExchSiO2WEpi_	_gSi_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_SiO2_from_and_to_epilimnion	-	-1	_wSiExchSiO2WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiO2WHyp_ - _oSiO2WEpi_) _ELSE_ 0.0 _ENDIF_	_wSiExchSiO2WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiO2WHyp_ - _oSiO2WEpi_) _ELSE_ 0.0 _ENDIF_	_wSiExchSiO2WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiO2WHyp_ - _oSiO2WEpi_) _ELSE_ 0.0 _ENDIF_	_wSiExchSiO2WEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiO2WHyp_ - _oSiO2WEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wSixS2WE_	wSixS2WE	wSixS2WE																																																	
357	0	0	0	0	_wO2ExchWEpi_	_gO2_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_O2_from_and_to_epilimnion	-	-1	_wO2ExchWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oO2WHyp_ - _oO2WEpi_) _ELSE_ 0.0 _ENDIF_	_wO2ExchWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oO2WHyp_ - _oO2WEpi_) _ELSE_ 0.0 _ENDIF_	_wO2ExchWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oO2WHyp_ - _oO2WEpi_) _ELSE_ 0.0 _ENDIF_	_wO2ExchWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oO2WHyp_ - _oO2WEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wO2ExWE_	wO2ExWE	wO2ExWE																																																	
358	0	0	0	0	_wDExchDetWEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_DW_of_detritus_from_and_to_epilimnion	-	-1	_wDExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDetWHyp_ - _oDDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDetWHyp_ - _oDDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDetWHyp_ - _oDDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDetWHyp_ - _oDDetWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wDExDtWE_	wDExDtWE	wDExDtWE																																																	
359	0	0	0	0	_wPExchDetWEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_P_in_detritus_from_and_to_epilimnion	-	-1	_wPExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDetWHyp_ - _oPDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDetWHyp_ - _oPDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDetWHyp_ - _oPDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDetWHyp_ - _oPDetWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wPExDtWE_	wPExDtWE	wPExDtWE																																																	
360	0	0	0	0	_wNExchDetWEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_N_in_detritus_from_and_to_epilimnion	-	-1	_wNExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDetWHyp_ - _oNDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDetWHyp_ - _oNDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDetWHyp_ - _oNDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDetWHyp_ - _oNDetWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wNExDtWE_	wNExDtWE	wNExDtWE																																																	
361	0	0	0	0	_wSiExchDetWEpi_	_gSi_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_Si_in_detritus_from_and_to_epilimnion	-	-1	_wSiExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiDetWHyp_ - _oSiDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wSiExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiDetWHyp_ - _oSiDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wSiExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiDetWHyp_ - _oSiDetWEpi_) _ELSE_ 0.0 _ENDIF_	_wSiExchDetWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oSiDetWHyp_ - _oSiDetWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wSiExtWE_	wSiExtWE	wSiExtWE																																																	
362	0	0	0	0	_wDExchDiatWEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_DW_in_diatoms_from_and_to_epilimnion	-	-1	_wDExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDiatWHyp_ - _oDDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDiatWHyp_ - _oDDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDiatWHyp_ - _oDDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDDiatWHyp_ - _oDDiatWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wDExDiWE_	wDExDiWE	wDExDiWE																																																	
363	0	0	0	0	_wPExchDiatWEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_P_in_diatoms_from_and_to_epilimnion	-	-1	_wPExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDiatWHyp_ - _oPDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDiatWHyp_ - _oPDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDiatWHyp_ - _oPDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPDiatWHyp_ - _oPDiatWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wPExDiWE_	wPExDiWE	wPExDiWE																																																	
364	0	0	0	0	_wNExchDiatWEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_N_in_diatoms_from_and_to_epilimnion	-	-1	_wNExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDiatWHyp_ - _oNDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDiatWHyp_ - _oNDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDiatWHyp_ - _oNDiatWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNDiatWHyp_ - _oNDiatWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wNExDiWE_	wNExDiWE	wNExDiWE																																																	
365	0	0	0	0	_wSiExchDiatWEpi_	_gSi_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_Si_in_diatoms_from_and_to_epilimnion	-	-1	_wSiExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _cSiDDiat_ * _wDExchDiatWEpi_ _ELSE_ 0.0 _ENDIF_	_wSiExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _cSiDDiat_ * _wDExchDiatWEpi_ _ELSE_ 0.0 _ENDIF_	_wSiExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _cSiDDiat_ * _wDExchDiatWEpi_ _ELSE_ 0.0 _ENDIF_	_wSiExchDiatWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _cSiDDiat_ * _wDExchDiatWEpi_ _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wSiExiWE_	wSiExiWE	wSiExiWE																																																	
366	0	0	0	0	_wDExchGrenWEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_DW_in_green_algae_from_and_to_epilimnion	-	-1	_wDExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDGrenWHyp_ - _oDGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDGrenWHyp_ - _oDGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDGrenWHyp_ - _oDGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDGrenWHyp_ - _oDGrenWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wDEGrnWE_	wDEGrnWE	wDEGrnWE																																																	
367	0	0	0	0	_wPExchGrenWEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_P_in_green_algae_from_and_to_epilimnion	-	-1	_wPExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPGrenWHyp_ - _oPGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPGrenWHyp_ - _oPGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPGrenWHyp_ - _oPGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPGrenWHyp_ - _oPGrenWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wPEGrnWE_	wPEGrnWE	wPEGrnWE																																																	
368	0	0	0	0	_wNExchGrenWEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_N_in_green_algae_from_and_to_epilimnion	-	-1	_wNExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNGrenWHyp_ - _oNGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNGrenWHyp_ - _oNGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNGrenWHyp_ - _oNGrenWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchGrenWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNGrenWHyp_ - _oNGrenWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wNEGrnWE_	wNEGrnWE	wNEGrnWE																																																	
369	0	0	0	0	_wDExchBlueWEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_DW_in_blue_greens_from_and_to_epilimnion	-	-1	_wDExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDBlueWHyp_ - _oDBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDBlueWHyp_ - _oDBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDBlueWHyp_ - _oDBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDBlueWHyp_ - _oDBlueWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wDEBleWE_	wDEBleWE	wDEBleWE																																																	
370	0	0	0	0	_wPExchBlueWEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_P_in_blue_greens_from_and_to_epilimnion	-	-1	_wPExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPBlueWHyp_ - _oPBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPBlueWHyp_ - _oPBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPBlueWHyp_ - _oPBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPBlueWHyp_ - _oPBlueWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wPEBleWE_	wPEBleWE	wPEBleWE																																																	
371	0	0	0	0	_wNExchBlueWEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_N_in_blue_greens_from_and_to_epilimnion	-	-1	_wNExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNBlueWHyp_ - _oNBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNBlueWHyp_ - _oNBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNBlueWHyp_ - _oNBlueWEpi_) _ELSE_ 0.0 _ENDIF_	_wNExchBlueWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oNBlueWHyp_ - _oNBlueWEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wNEBleWE_	wNEBleWE	wNEBleWE																																																	
372	0	0	0	0	_wDExchZooWEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_DW_in_zooplankton_from_and_to_epilimnion	-	-1	_wDExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDZooHyp_ - _oDZooEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDZooHyp_ - _oDZooEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDZooHyp_ - _oDZooEpi_) _ELSE_ 0.0 _ENDIF_	_wDExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oDZooHyp_ - _oDZooEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wDExZoWE_	wDExZoWE	wDExZoWE																																																	
373	0	0	0	0	_wPExchZooWEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_hypolimnion_and_epilimnion	Diffusive_exchange_flux_of_P_in_zooplankton_from_and_to_epilimnion	-	-1	_wPExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPZooHyp_ - _oPZooEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPZooHyp_ - _oPZooEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPZooHyp_ - _oPZooEpi_) _ELSE_ 0.0 _ENDIF_	_wPExchZooWEpi_= _IF_ (_aInclStrat_ _EQ_ _TRUE_ ) _THEN_ _akExchWEpi_ *(_oPZooHyp_ - _oPZooEpi_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wPExZoWE_	wPExZoWE	wPExZoWE																																																	
